cols/부착대관리번호,cols/상태 (공통),cols/부착방식,cols/부착대방향,cols/신호등수량,cols/배면등수량,cols/신호등종류,cols/지주관리번호,cols/신호발광구분,cols/작업구분 (공통),cols/표출구분 (공통),cols/신규정규화ID,cols/부착대관리번호.1,cols/이력ID,cols/X좌표,cols/Y좌표,cols/공사형태 (공통),lng,lat,inputaddr,z,hc,cols/부착대길이,cols/고가 (공통),cols/배면등종류,cols/공사관리번호,cols/설치일,cols/제조회사,cols/교체일
03-0000022102,1,2,358,1,0,7,02-0000073314,2,1,2,,03-022102,92294,206026.99734,553222.90023,,127.06823060601356,37.578536470403726,,,,,1,,2007-0201-488,,,
03-0000008943,1,3,319,3,1,2,02-0000028561,1,4,1,,03-008943,92238,191459.36067,544198.15879,,126.90341784658314,37.49720375823384,,,,7,1,2,2000-0000-000,,,
03-0000008953,1,3,274,2,0,2,02-0000012225,2,4,1,,03-008953,92239,199725.17062,552361.57882,,126.99688902543815,37.57079568752312,,,,11,1,1,2004-0101-104,,,
03-0000008961,1,3,114,1,0,2,02-0000107687,2,1,2,,03-008961,92240,185916.82928,543693.66625,,126.84074974387521,37.49259039374473,,,,6,1,,2006-0201-008,,,
03-0000022100,1,2,89,1,0,7,02-0000114565,2,4,1,,03-022100,92295,206020.53772,553226.51997,,127.06815750753604,37.578569126269706,,,,999,1,,2007-0201-488,,0,
03-0000022098,1,3,270,2,0,2,02-0000073308,2,4,1,,03-022098,92296,206022.55503,553244.89191,,127.06818049608901,37.578734643058695,,,,6,1,2,2007-0201-488,,0,
03-0000022099,1,2,269,1,0,7,02-0000073308,2,4,1,,03-022099,92297,206022.55503,553244.89191,,127.06818049608901,37.578734643058695,,,,999,1,,2007-0201-488,,0,
03-0000022096,1,2,2,1,0,7,02-0000114564,2,1,2,,03-022096,92298,206048.12258,553248.78963,,127.06846997468578,37.57876959372978,,,,,1,,2007-0201-488,,,
03-0000061680,1,2,6,1,0,7,02-0000173757,2,1,2,,03-061680,90161,203116.49508,546196.7168,,127.03525149236731,37.51524508935069,,,,,1,,2011-0401-002,,,
03-0000020966,1,2,168,1,0,7,02-0000068290,2,1,2,,03-020966,92299,206028.43152,553138.13243,,127.06824614502948,37.57777270862454,,,,999,1,,2007-0201-488,,,
03-0000002121,1,2,13,1,0,7,02-0000015203,2,1,1,,03-002121,91359,203743.53848,554635.49767,,127.04238718323035,37.59127598392771,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000026466,1,2,0,1,0,10,02-0000089683,1,2,1,,03-026466,92304,204841.91638,562761.63428,,127.05487765087523,37.66448622769008,,,,999,1,,2000-0000-000,,,
03-0000026475,1,2,264,1,0,7,02-0000092714,2,1,2,,03-026475,92305,203787.24937,563056.26014,,127.04292572428751,37.66714570478838,,,,999,1,,2004-1101-104,,,
03-0000026485,1,3,175,3,1,2,02-0000089801,1,4,1,,03-026485,92306,206678.61629,562344.62439,,127.07569073955126,37.66071752831578,,,,7,1,2,2008-0101-017,,,
03-0000026492,1,3,48,3,1,2,02-0000090011,1,4,1,,03-026492,92307,202824.45552,559656.18036,,127.03200000844804,37.63651503894934,,,,6,1,2,2007-0201-457,,,
03-0000049223,1,3,0,2,0,2,02-0000148390,2,4,1,,03-049223,92308,193047.15858,560602.37723,,126.921217973652,37.645018161925066,,,,6,1,2,2007-1101-024,,,
03-0000026509,1,2,218,1,0,7,02-0000117001,1,4,1,,03-026509,92309,206464.56699,562195.68755,,127.073263538485,37.65937716750477,,,,999,1,,2008-0101-017,,,
03-0000049225,1,3,270,1,0,7,02-0000148391,2,4,1,,03-049225,92310,193065.61614,560625.47979,,126.92142689518165,37.64522645155417,,,,999,1,,2007-1101-024,,,
03-0000026528,1,3,275,2,0,3,02-0000090144,1,4,1,,03-026528,92311,188866.39087,542886.32221,,126.87411504159476,37.485356429469206,,,,9,1,,2008-0201-006,,,
03-0000026538,1,2,138,1,0,10,02-0000090574,1,4,1,,03-026538,92312,195113.63974,541154.11215,,126.94476257541518,37.46980320479173,,,,999,1,,2002-0401-034,,,
03-0000026547,1,2,66,1,0,7,02-0000089281,2,1,2,,03-026547,92313,201673.70255,544544.30912,,127.01892792969315,37.5003605586396,,,,,1,,2003-1401-003,,,
03-0000026555,1,2,160,1,0,7,02-0000091022,1,4,1,,03-026555,92314,201120.20165,557990.00618,,127.01268890761767,37.62150669369932,,,,999,1,,2008-0101-018,,,
03-0000026564,1,3,301,3,1,3,02-0000091052,1,2,1,,03-026564,92315,200902.83062,557770.93812,,127.01022640121897,37.619533156563854,,,,7,1,3,2008-0101-018,,,
03-0000026574,1,2,134,1,0,7,02-0000091179,1,4,1,,03-026574,92316,206302.43586,562349.72826,,127.07142742233634,37.660766171822154,,,,999,1,,2000-0000-000,,,
03-0000026585,1,2,294,1,0,10,02-0000091337,1,2,1,,03-026585,92317,201143.11409,558248.59944,,127.01294884878384,37.62383655802645,,,,999,1,,2000-0000-000,,,
03-0000026598,1,3,228,2,0,3,02-0000090078,2,1,1,,03-026598,92318,202356.60178,560068.42807,,127.02670073300551,37.640230646949206,,,,7,1,2,2010-1101-112,,,
03-0000026608,1,3,139,3,0,3,02-0000090089,2,4,1,,03-026608,92319,202438.60492,560006.63213,,127.02762963742165,37.63967366111352,,,,9,1,1,2009-1101-092,,,
03-0000026617,1,3,288,2,0,3,02-0000090105,1,4,1,,03-026617,92320,202299.38564,558519.83981,,127.02604759309197,37.62627823396825,,,,9,1,1,2012-0101-089,,,
03-0000049226,1,3,265,2,0,2,02-0000148392,2,4,1,,03-049226,92321,193041.60422,560621.89082,,126.9211548519121,37.645193934022814,,,,5,1,2,2007-1101-024,,,
03-0000026645,1,2,233,1,0,10,02-0000090186,1,2,1,,03-026645,92322,203260.28699,559740.33887,,127.03693818798945,37.63727185193601,,,,999,1,,2000-0000-000,,,
03-0000016030,1,2,267,1,0,7,02-0000050243,1,4,1,,03-016030,92324,205522.15908,549857.33031,,127.06249008803007,37.548215988585106,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000016039,1,4,180,1,0,12,02-0000050363,1,2,1,,03-016039,92325,205488.79734,549944.20856,,127.06211320824673,37.54899895921115,,,,999,1,,2000-0000-000,,,
03-0000016049,1,3,87,1,0,2,02-0000050278,1,4,1,,03-016049,92326,196966.58661,549509.30019,,126.96567459159863,37.54509178714801,,,,5,1,,2004-0101-046,,,
03-0000016068,1,2,219,1,0,7,02-0000050306,2,1,2,,03-016068,92327,208685.25919,548892.36867,,127.09827304151234,37.53949733436557,,,,,1,,2004-0401-008,,,
03-0000016077,1,3,337,2,0,2,02-0000050869,2,4,1,,03-016077,92328,200121.3565,548733.35831,,127.0013731141415,37.538105533636376,,,,7,1,1,2006-0101-016,,,
03-0000016087,1,3,71,2,2,3,02-0000100119,2,4,1,,03-016087,92329,200188.94051,549181.05819,,127.00213792308517,37.542139298138835,,,,9,1,3,2005-0101-027,,,
03-0000049503,1,3,301,2,0,2,02-0000150323,2,4,1,,03-049503,92330,190395.23715,545218.41295,,126.89137086599763,37.50638584031581,,,,9,1,2,2012-0101-051,,,
03-0000016107,1,3,72,2,0,3,02-0000050997,2,4,1,,03-016107,92331,211015.71424,549077.33588,,127.12464468476291,37.54113899697352,,,,7,1,3,2006-1101-052,,,
03-0000016117,1,3,305,3,1,2,02-0000088522,1,4,1,,03-016117,92332,203462.66114,558791.4189,,127.0392265386998,37.62872147986337,,,,9,1,2,2008-0101-017,,,
03-0000016119,1,4,228,1,0,12,02-0000026280,1,2,1,,03-016119,92333,204490.31916,550747.60462,,127.05081898875065,37.556242942468685,,,,999,1,,2000-0000-000,,,
03-0000016128,1,4,209,1,0,12,02-0000050437,1,2,1,,03-016128,92334,204263.04908,550558.5396,,127.0482457722942,37.55454055072438,,,,999,1,,2000-0000-000,,,
03-0000016136,1,3,345,3,1,3,02-0000050062,1,4,1,,03-016136,92335,211188.54638,542974.58378,,127.1265074598288,37.48615100813384,,,,6,1,3,2008-1201-719,,,
03-0000016156,1,2,82,1,0,10,02-0000071220,1,4,1,,03-016156,92336,182786.20272,551709.78874,,126.80516151679159,37.564762356202635,,,,999,1,,2000-0000-000,,,
03-0000016165,1,3,188,2,0,2,02-0000050543,2,4,1,,03-016165,92337,197356.22899,549960.61575,,126.9700820694625,37.54915933425977,,,,9,1,2,2004-0101-128,,,
03-0000016175,1,2,54,1,0,7,02-0000050558,1,4,1,,03-016175,92338,208210.22264,549362.57355,,127.09290330264847,37.543738224316385,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000016015,1,2,305,1,0,7,02-0000088640,2,1,2,,03-016015,92323,204170.62308,558551.76296,,127.04724527189155,37.6265592738827,,,,999,1,,2005-0101-020,,,
03-0000016184,1,3,113,3,1,2,02-0000050654,1,4,1,,03-016184,92339,200600.09024,549802.9759,,127.00679072372597,37.5477425961467,,,,7,1,2,2000-0000-000,,,
03-0000016194,1,2,302,1,0,7,02-0000100156,2,1,1,,03-016194,92340,196998.01118,548718.48324,,126.9660334173074,37.537966632298286,,,,999,1,,2003-1401-002,,,
03-0000016203,1,2,113,1,0,7,02-0000050796,1,4,1,,03-016203,92341,208707.17415,549160.5009,,127.09852418611537,37.54191299529519,,,,999,1,,2008-0201-002,,,
03-0000050231,1,2,166,2,0,2,02-0000152380,2,1,1,,03-050231,90586,203956.6985,549317.65,3,127.0447720551503,37.54336152149339,,,,9,1,,2012-1101-084,,,
03-0000050232,1,2,166,1,0,7,02-0000152380,2,3,1,,03-050232,90587,203956.6985,549317.65,,127.0447720551503,37.54336152149339,,,,999,1,,2012-1101-084,,,
03-0000013993,1,3,195,3,1,3,02-0000109630,1,4,1,,03-013993,90588,204440.14477,546629.06458,,127.05022624709665,37.51913513915016,,,,11,1,3,2010-1101-070,,,
03-0000014011,1,3,199,2,0,3,02-0000040472,1,4,1,,03-014011,90589,210311.18975,543647.23941,,127.11659674021378,37.49222188068675,,,,7,1,,2012-1101-035,,,
03-0000014020,1,2,205,1,0,7,02-0000040489,1,4,1,,03-014020,90590,210339.19694,543605.48941,,127.11691285262786,37.491845397922674,,,,999,1,,2008-0201-004,,,
03-0000014030,1,4,333,1,0,14,02-0000040029,1,4,1,,03-014030,90591,207037.32212,544443.14488,,127.0795841911682,37.499423771831225,,,,999,1,,2009-0101-095,,,
03-0000014049,1,3,221,2,0,2,02-0000041188,2,4,1,,03-014049,90592,208875.47457,543238.79384,,127.10035707934384,37.48855666777733,,,,11,1,2,2004-0101-087,,,
03-0000014058,1,3,275,3,0,3,02-0000099120,2,4,1,,03-014058,90593,208163.15791,545848.7652,,127.09233170871718,37.51207920483273,,,,11,1,1,2007-1101-037,,,
03-0000014068,1,2,213,1,0,7,02-0000099057,2,4,1,,03-014068,90594,207654.3141,545560.81532,,127.08657329638484,37.509489125171335,,,,999,1,,2006-1101-089,,,
03-0000014090,1,4,118,1,0,14,02-0000040462,1,4,1,,03-014090,90595,209661.61587,543976.87888,,127.10925583596678,37.49519897113029,,,,999,1,,2000-0000-000,,,
03-0000014099,1,4,357,1,0,12,02-0000040559,1,2,1,,03-014099,90596,211392.67187,541294.19707,,127.12878948897715,37.471008110395815,,,,999,1,,2000-0000-000,,,
03-0000014109,1,3,229,2,2,1,02-0000040600,2,1,2,,03-014109,90597,209278.37834,543794.37082,,127.10491980178216,37.49355849194395,,,,6,1,1,2006-0201-010,,,
03-0000014117,1,2,123,1,0,7,02-0000040678,2,1,2,,03-014117,90598,205269.89367,543692.14964,,127.05959119977166,37.49266903221897,,,,999,1,,2004-1101-231,,,
03-0000014135,1,2,285,1,0,7,02-0000040849,1,4,1,,03-014135,90600,207117.02509,543508.73058,,127.08047650670684,37.491004032575674,,,,999,1,,2008-0201-004,,,
03-0000023180,1,2,7,1,0,7,02-0000079006,2,1,1,,03-023180,90601,208465.45364,557199.38528,,127.0958818833929,37.61434502400845,,,,999,1,,2010-1101-031,,한국노인회관 지원제단,
03-0000008262,1,2,1,1,0,7,02-0000095082,2,4,1,,03-008262,90243,194413.42218,551150.27101,,126.93677109298855,37.5598649614824,,,,999,1,,2006-0201-024,,,
03-0000003186,1,3,3,2,0,3,02-0000095082,2,4,1,,03-003186,90244,194413.42218,551150.27101,,126.93677109298855,37.5598649614824,,,,11,1,1,2011-0401-001,,,
03-0000061766,1,3,0,2,0,3,02-0000095082,2,4,1,,03-061766,90245,194413.42218,551150.27101,,126.93677109298855,37.5598649614824,,,,11,1,3,2000-0000-000,,,
03-0000016307,1,3,241,2,0,2,02-0000052494,2,2,1,,03-016307,90246,210905.841,547824.47625,,127.1233828538278,37.52985205493588,,,,7,1,2,2005-0101-038,,,
03-0000047505,1,2,239,1,0,7,02-0000052494,2,1,2,,03-047505,90247,210905.841,547824.47625,,127.1233828538278,37.52985205493588,,,,999,1,,2000-0000-000,,,
03-0000016390,1,3,242,2,0,2,02-0000052494,2,1,2,,03-016390,90248,210905.841,547824.47625,,127.1233828538278,37.52985205493588,,,,7,1,,2005-0101-038,,,
03-0000016308,1,2,243,1,0,7,02-0000052495,2,1,2,,03-016308,90249,210962.18021,547801.14077,,127.12401989604759,37.52964113476549,,,,999,1,,2005-0101-038,,,
03-0000060814,1,3,241,2,0,2,02-0000052495,2,1,2,,03-060814,90250,210962.18021,547801.14077,,127.12401989604759,37.52964113476549,,,,7,1,,2000-0000-000,,,
03-0000016304,1,3,60,3,1,2,02-0000052491,2,2,1,,03-016304,90251,210947.78439,547787.7732,,127.12385683109379,37.52952086394465,,,,7,1,3,2005-0101-038,,,
03-0000016305,1,2,59,1,0,7,02-0000052491,2,1,2,,03-016305,90252,210951.08447,547774.93426,,127.12389397485704,37.529405145997636,,,,,1,,2005-0101-038,,,
03-0000060815,1,3,63,2,0,2,02-0000172846,2,4,1,,03-060815,90253,210956.49297,547767.30335,,127.12395504946264,37.529336327329354,,,,7,1,2,2000-0000-000,,,
03-0000060816,1,3,323,2,0,3,02-0000172846,2,4,1,,03-060816,90254,210956.49297,547767.30335,,127.12395504946264,37.529336327329354,,,,7,1,3,2000-0000-000,,,
03-0000060815,1,3,328,2,0,2,02-0000172846,2,1,2,,03-060815,90255,210956.49297,547767.30335,,127.12395504946264,37.529336327329354,,,,7,1,,2000-0000-000,,,
03-0000060816,1,3,62,2,0,2,02-0000172846,2,1,2,,03-060816,90256,210956.49297,547767.30335,,127.12395504946264,37.529336327329354,,,,7,1,,2000-0000-000,,,
03-0000051804,1,2,240,1,0,7,02-0000050229,2,1,2,,03-051804,90257,210081.21242,547866.54973,,127.11405404182786,37.530240515093325,,,,999,1,,2008-0201-004,,대흥기업,
03-0000011589,1,3,281,3,0,2,02-0000018431,2,1,2,,03-011589,90258,202617.67188,542726.21875,,127.02959682885323,37.483977240622096,,,,10,1,,2004-1101-152,,,
03-0000009633,1,3,100,3,0,3,02-0000096567,2,1,2,,03-009633,90259,202657.5781,542715.7188,,127.03004799244152,37.48388252129624,,,,11,1,,2004-1101-152,,,
03-0000028395,1,3,263,1,0,7,02-0000107083,2,1,2,,03-028395,90261,190965.28246,541347.5197,,126.89786552137278,37.47151459812407,,,,999,1,,2007-0701-450,,,
03-0000011366,1,3,263,2,0,3,02-0000107083,2,1,2,,03-011366,90262,190963.65688,541333.20216,,126.89784732031497,37.47138557990704,,,,5,1,,2007-0701-450,,,
03-0000026346,1,3,184,3,1,2,02-0000074134,1,4,1,,03-026346,91377,202015.80876,559949.02012,,127.02283915616607,37.63915561027941,,,,6,1,2,2008-0101-018,,,
03-0000026365,1,3,172,3,1,3,02-0000089966,1,2,1,,03-026365,91378,205852.35182,562773.27481,,127.06632988170537,37.664585222642124,,,,7,1,3,2008-0101-017,,,
03-0000026375,1,2,46,1,0,7,02-0000089773,1,4,1,,03-026375,91379,202077.28639,560291.86704,,127.02353667348103,37.64224447106773,,,,999,1,,2010-1101-112,,,
03-0000049222,1,3,0,1,0,7,02-0000148390,2,4,1,,03-049222,91380,193047.15858,560602.37723,,126.921217973652,37.645018161925066,,,,999,1,,2007-1101-024,,,
03-0000026402,1,2,200,1,0,7,02-0000089378,1,4,1,,03-026402,91382,205118.53378,562783.12606,,127.05801294579904,37.664678364171515,,,,999,1,,2007-0201-457,,,
03-0000026411,1,3,270,3,1,2,02-0000089406,1,2,1,,03-026411,91383,205458.30434,562848.2534,,127.06186435607829,37.665263191881664,,,,7,1,2,2008-0101-017,,,
03-0000026421,1,2,278,1,0,10,02-0000089432,1,2,1,,03-026421,91384,205448.47957,562592.19055,,127.06175109107429,37.66295617391457,,,,999,1,1,2006-0201-014,,,
03-0000026429,1,2,192,1,0,7,02-0000089461,1,4,1,,03-026429,91385,205122.16247,562750.1598,,127.05805384166005,37.66438132436781,,,,999,1,,2007-0201-457,,,
03-0000049224,1,3,179,2,0,2,02-0000148391,2,4,1,,03-049224,91386,193065.61614,560625.47979,,126.92142689518165,37.64522645155417,,,,9,1,2,2007-1101-024,,,
03-0000026392,1,2,212,1,0,10,02-0000089240,1,2,1,,03-026392,91381,205186.56414,563102.10488,,127.05878626128404,37.66755191854105,,,,999,1,,2000-0000-000,,,
03-0000026447,1,2,23,1,0,7,02-0000089644,2,4,1,,03-026447,91387,205834.15,543275.52318,,127.06596842413406,37.48891180822921,,,,999,1,,2006-0201-016,,,
03-0000018380,1,4,294,1,0,14,02-0000112296,1,2,1,,03-018380,91388,207973.02838,550162.22787,,127.09022800266173,37.55094517298651,,,,999,1,,2000-0000-000,,,
03-0000018390,1,2,298,1,0,7,02-0000100792,1,4,1,,03-018390,91389,208034.81331,550094.58513,,127.0909264601487,37.55033517740624,,,,999,1,,2010-0401-002,,,
03-0000018398,1,3,31,3,0,2,02-0000112326,2,1,2,,03-018398,91390,191159.98438,545451.78125,,126.90001728186252,37.508496134355084,,,,11,1,,2006-0101-024,,,
03-0000018408,1,2,352,1,0,7,02-0000058193,2,2,1,,03-018408,91391,189887.1738,547081.74116,,126.8855990944442,37.52316904203392,,,,999,1,,2005-0101-028,,,
03-0000018418,1,3,261,2,0,1,02-0000058250,1,4,1,,03-018418,91392,189918.14551,547365.79531,,126.88594556377446,37.52572871047213,,,,5,1,1,2000-0000-000,,,
03-0000018430,1,2,103,1,0,7,02-0000112363,2,2,1,,03-018430,91393,185221.07686,548899.91778,,126.8327776799464,37.53948784407007,,,,999,1,,2005-1101-070,,,
03-0000018438,1,2,180,1,0,10,02-0000058345,1,4,1,,03-018438,91394,185047.31491,548890.05558,,126.83081178611577,37.53939618554373,,,,999,1,,2009-1201-004,,,
03-0000045090,1,3,74,2,0,3,02-0000011522,2,4,1,,03-045090,91395,192679.44763,556861.16932,,126.91708892969912,37.611307562600615,,,,11,1,3,2005-0101-044,,,
03-0000018467,1,2,316,1,0,7,02-0000058775,1,4,1,,03-018467,91396,208302.88862,548444.93973,,127.09394149589005,37.53546952449443,,,,999,1,,2000-0000-000,,,
03-0000018477,1,4,137,1,0,14,02-0000058788,1,2,1,,03-018477,91397,208421.57616,548243.44497,,127.0952820526263,37.533652981671956,,,,999,1,,2000-0000-000,,,
03-0000018485,1,3,272,2,0,2,02-0000112457,1,4,1,,03-018485,91398,184717.4675,548899.18244,,126.82707941944733,37.53947301207851,,,,9,1,2,2008-0101-591,,,
03-0000018495,1,3,150,3,1,2,02-0000058805,1,4,1,,03-018495,91399,201289.86697,551320.50174,,127.01459902192893,37.56141476291827,,,,7,1,2,2008-1701-003,,,
03-0000018505,1,2,249,1,0,7,02-0000058810,1,4,1,,03-018505,91400,201205.32354,551207.91717,,127.01364195430261,37.560400494005044,,,,999,1,,2000-0000-000,,,
03-0000018543,1,2,96,1,0,7,02-0000058742,1,4,1,,03-018543,91402,207764.35858,551064.30908,,127.08787610470416,37.55907467533285,,,,999,1,,2008-0201-002,,,
03-0000018553,1,4,180,1,0,14,02-0000059019,1,2,1,,03-018553,91403,204141.62444,550293.72905,,127.0468700917361,37.55215516736113,,,,999,1,,2000-0000-000,,,
03-0000018562,1,2,96,1,0,7,02-0000059036,1,4,1,,03-018562,91404,208367.12612,548520.45635,,127.0946691584004,37.536149348406454,,,,999,1,,2011-0101-071,,,
03-0000018571,1,3,232,2,0,1,02-0000100885,1,4,1,,03-018571,91405,203993.22014,549856.70207,,127.04518824757109,37.548218216990236,,,,7,1,1,2008-0101-489,,,
03-0000018588,1,2,119,1,0,7,02-0000059270,1,4,1,,03-018588,91406,204476.17294,565163.14729,,127.05074709796952,37.68612520996929,,,,999,1,,2009-1101-095,,,
03-0000018598,1,2,280,1,0,7,02-0000059468,1,4,1,,03-018598,91407,188611.24664,548148.50987,,126.87114872396477,37.53276576063189,,,,999,1,,2008-0101-025,,,
03-0000018607,1,2,83,1,0,7,02-0000059495,1,4,1,,03-018607,91408,188754.58894,547813.33308,,126.87277561114804,37.52974757901433,,,,999,1,,2009-0101-025,,,
03-0000027167,1,3,304,3,0,3,02-0000077228,1,4,1,,03-027167,91409,205012.36895,556811.39836,,127.05676873329449,37.61087460280868,,,,11,1,,2000-0000-000,,,
03-0000027179,1,3,325,2,0,3,02-0000094643,2,4,1,,03-027179,91410,202812.47321,560332.75216,,127.03186685700857,37.64261088363413,,,,7,1,1,2004-1101-104,,,
03-0000027318,1,2,148,1,0,7,02-0000015573,2,1,2,,03-027318,91411,208218.24917,548582.80808,,127.09298540203511,37.53671247542142,,,,999,1,,2004-0501-008,,,
03-0000027340,1,3,232,3,0,2,02-0000011681,1,4,1,,03-027340,91412,189729.76097,552942.64943,,126.88373637854113,37.575973893031126,,,,11,1,,2008-0101-911,,,
03-0000020967,1,2,256,2,0,2,02-0000068290,2,2,1,,03-020967,92300,206029.1903,553138.69337,,127.06825473956808,37.577777757691635,,,,11,1,21,2007-0201-488,,,
03-0000023788,1,2,0,1,0,7,02-0000080250,2,1,1,,03-023788,93315,207057.53485,552752.64403,,127.07989260839875,37.57429217266278,,,,999,1,,2004-0101-027,,,
03-0000023799,1,2,180,1,0,7,02-0000102604,2,2,1,,03-023799,93316,207087.59066,554668.16485,,127.08025136947579,37.59155064190629,,,,999,1,,2004-0101-059,,,
03-0000023811,1,3,286,2,0,3,02-0000080640,2,1,1,,03-023811,93317,207533.48201,555209.61879,,127.08530567152819,37.596425551177944,,,,9,1,1,2009-1201-001,,,
03-0000023823,1,2,198,1,0,7,02-0000080528,1,4,1,,03-023823,93318,205730.13196,557263.49962,,127.06490145820524,37.61494379170284,,,,999,1,,2000-0000-000,,,
03-0000009507,1,3,213,2,0,2,02-0000095869,2,4,1,,03-009507,93319,193693.63582,556970.13232,,126.9285744687616,37.612296817474046,,,,9,1,2,2010-1101-050,,,
03-0000009517,1,3,316,2,1,2,02-0000010877,1,4,1,,03-009517,93320,193332.18386,557107.74612,,126.92447943323253,37.61353415264847,,,,3,1,2,2008-0101-608,,,
03-0000048189,1,3,34,1,0,10,02-0000143518,2,1,1,,03-048189,93322,203993.87614,553411.0901,,127.04521502223034,37.58024310884673,,,,999,1,,2000-0000-000,,,
03-0000009545,1,2,82,1,0,10,02-0000070363,1,4,1,,03-009545,93323,189072.21604,547693.69536,,126.87637084058004,37.52867346009269,,,,999,1,,2009-1201-004,,,
03-0000024018,1,2,65,1,0,7,02-0000080536,2,1,2,,03-024018,91493,207526.57107,552824.02338,,127.0852029132424,37.57493158342509,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000031482,1,3,337,1,0,2,02-0000080536,2,1,2,,03-031482,91494,207529.44713,552821.45993,,127.08523544469719,37.57490846340007,,,,5,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000024023,1,3,244,1,0,2,02-0000080543,1,4,1,,03-024023,91495,207526.87581,552841.38659,,127.08520654122987,37.57508802235532,,,,5,1,1,2008-0201-852,,한국노인회관 지원제단,
03-0000024024,1,2,244,1,0,7,02-0000080543,1,4,1,,03-024024,91496,207526.87581,552841.38659,,127.08520654122987,37.57508802235532,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000031484,1,2,336,1,0,7,02-0000080543,1,4,1,,03-031484,91497,207526.87581,552841.38659,,127.08520654122987,37.57508802235532,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
